user_id,item_id,rating
1317,W101,4.8
1423,W407,1.7
4934,W473,4.2
642,W325,3.2
3384,W212,2.6
2999,W199,1.1
863,W106,3.6
4022,W329,1.3
3356,W133,1.2
1378,W134,1.6
2713,W346,1.6
3064,W200,1.4
3125,W5,2.2
1358,W96,3.4
1695,W307,2.9
3671,W168,1.4
240,W330,1.7
2023,W429,3.5
2244,W380,1.6
580,W374,4.0
3095,W383,4.6
2269,W286,4.4
3188,W259,1.5
3229,W61,4.3
3863,W434,4.2
3848,W475,3.6
1384,W398,4.4
3137,W464,4.5
572,W429,3.0
232,W412,2.4
1615,W48,3.3
3397,W112,3.8
3535,W250,4.1
3170,W184,2.0
1919,W289,2.5
2183,W155,1.0
602,W49,3.7
2885,W428,3.9
302,W178,3.2
1576,W140,2.8
3617,W304,1.1
4720,W490,4.4
2496,W239,4.1
2572,W303,2.5
554,W479,4.2
998,W499,2.8
1340,W166,1.5
467,W121,1.6
2569,W321,1.7
344,W190,3.9
2094,W255,4.1
3779,W421,4.0
112,W499,2.7
3236,W498,3.2
816,W119,2.3
1228,W446,1.9
1399,W15,4.2
2740,W137,4.9
479,W353,1.6
4225,W334,2.5
4131,W417,2.3
2415,W43,3.1
2447,W410,1.3
2691,W225,3.7
1235,W282,2.3
4914,W330,2.3
3693,W242,2.4
1115,W357,4.8
216,W71,2.7
751,W118,3.6
3502,W143,4.6
4102,W304,1.2
498,W27,2.7
3184,W46,3.9
2490,W365,3.5
1839,W278,4.4
2663,W323,1.3
1385,W396,4.0
1651,W23,2.4
4956,W149,4.6
4745,W414,2.7
3030,W141,3.2
1142,W154,3.6
255,W384,3.4
182,W215,2.4
1016,W340,3.5
3366,W305,1.9
3039,W89,4.9
4462,W447,1.6
1578,W190,4.8
1081,W9,1.5
3261,W49,2.2
3296,W211,2.8
1493,W387,2.2
2197,W483,1.8
1332,W266,2.9
4304,W14,3.8
4324,W350,1.4
4016,W382,1.3
343,W116,1.4
17,W31,4.3
3415,W20,2.6
4695,W85,4.5
1507,W235,4.8
4802,W27,3.5
4574,W171,4.3
979,W64,3.6
1490,W277,1.6
2950,W141,4.4
2477,W146,1.5
577,W147,1.3
1377,W349,1.9
117,W193,3.6
4579,W91,4.9
3074,W123,3.6
1580,W102,2.9
2225,W75,1.7
4105,W253,2.5
1505,W117,2.6
2666,W209,1.3
3556,W23,1.4
363,W350,3.9
559,W232,1.6
803,W18,4.8
443,W177,4.8
2932,W306,3.9
1186,W384,3.9
4480,W151,4.3
1725,W200,1.5
4442,W426,2.5
345,W318,3.2
4139,W34,4.3
3690,W496,1.8
689,W382,2.2
3106,W411,3.0
2670,W388,3.2
2632,W216,4.4
3184,W359,3.2
2708,W491,3.9
1068,W163,3.8
2458,W129,3.5
4120,W490,3.8
3676,W315,1.8
3379,W410,2.4
3302,W453,4.1
1126,W423,1.9
1188,W423,2.0
2010,W99,3.5
2149,W472,4.4
683,W401,4.6
3170,W381,5.0
4017,W125,2.3
1795,W147,1.5
3697,W190,1.7
4571,W28,1.6
3726,W229,1.7
4513,W467,4.8
3699,W355,2.5
4330,W110,3.1
1665,W401,4.1
4229,W117,3.3
1844,W63,3.6
4539,W341,4.8
3347,W223,1.7
4240,W134,4.2
266,W61,2.7
3265,W491,4.5
1483,W316,1.3
1505,W383,1.3
1910,W403,3.9
1041,W14,1.5
3140,W188,1.2
1092,W374,1.7
949,W409,1.5
1245,W166,3.4
2036,W127,1.4
344,W258,2.4
2764,W315,3.7
1021,W1,4.1
276,W95,2.2
3273,W416,3.3
4494,W465,1.3
4181,W339,2.3
3,W423,1.8
1394,W391,3.2
3825,W375,1.7
4244,W187,2.6
1121,W455,2.7
1148,W82,2.0
1518,W29,1.3
1004,W297,2.8
3974,W411,1.3
4919,W287,4.8
234,W278,2.8
2719,W295,3.4
161,W485,1.3
235,W270,1.0
1004,W299,1.7
3768,W1,1.6
756,W168,4.3
314,W352,1.4
664,W483,1.7
1444,W496,2.1
2706,W207,3.8
4551,W113,4.4
4017,W28,2.4
4129,W274,1.5
3776,W208,2.3
1841,W77,3.9
4107,W371,4.2
3667,W261,4.8
1405,W287,1.4
4904,W299,2.9
4574,W117,1.4
3058,W453,4.7
2984,W291,1.1
632,W212,4.1
4135,W246,3.5
3168,W441,2.5
2394,W14,4.1
4603,W277,3.7
577,W386,2.7
1576,W53,1.1
1583,W108,1.7
4335,W43,3.5
3370,W292,2.6
1399,W164,4.3
1396,W391,1.4
3493,W56,2.6
4079,W39,2.8
4115,W147,4.3
2463,W339,4.0
2359,W79,5.0
3798,W299,1.9
3408,W245,3.5
1606,W416,2.6
1422,W352,3.5
4493,W456,4.0
4687,W342,2.7
664,W204,2.5
3430,W330,2.7
3417,W413,2.6
1840,W305,3.4
2968,W182,4.4
2711,W414,4.4
1797,W153,3.6
1618,W10,3.6
4016,W231,2.2
2680,W296,1.1
741,W367,3.8
2883,W204,1.1
4282,W405,4.6
1381,W384,2.2
4340,W186,2.6
4948,W414,3.7
4335,W265,2.5
2487,W219,2.7
3969,W214,4.7
1756,W151,1.8
2166,W204,1.5
3521,W36,4.1
4192,W157,1.8
1004,W99,1.2
600,W22,1.6
858,W28,1.3
4689,W362,3.4
4379,W173,4.5
4895,W420,4.1
2379,W273,3.7
3536,W448,4.2
2293,W465,4.6
3122,W415,5.0
1183,W314,3.2
1938,W12,1.3
2081,W198,2.8
4952,W443,2.2
3538,W43,1.6
3161,W483,3.7
4360,W368,4.2
2509,W329,3.4
4462,W301,3.1
2713,W417,2.2
367,W72,3.0
4907,W111,4.9
36,W336,1.4
3133,W57,2.5
1563,W130,3.8
3820,W30,4.9
143,W418,3.4
4795,W318,3.9
2375,W498,1.3
3474,W340,4.1
332,W280,2.1
4713,W83,3.6
4958,W161,3.1
2854,W336,2.2
3074,W245,2.0
1487,W184,3.4
3555,W262,4.5
196,W98,4.3
2174,W13,1.7
4783,W433,4.0
1149,W159,3.7
2615,W108,3.8
3022,W496,3.1
3341,W83,2.5
4353,W469,1.1
3233,W63,3.9
4684,W156,4.5
3676,W113,2.1
3462,W34,2.6
4801,W180,3.2
4098,W450,4.3
1822,W236,3.5
2923,W253,4.4
1657,W416,3.9
1184,W245,4.4
2188,W122,1.4
3710,W435,2.1
466,W442,1.2
227,W100,4.2
1435,W399,4.3
1650,W286,4.5
4722,W161,1.8
2185,W347,4.3
3576,W470,2.0
4351,W103,2.1
862,W117,3.2
4414,W475,4.4
3729,W476,3.3
4388,W57,3.4
4622,W398,3.0
2776,W91,1.5
2884,W321,4.8
4376,W90,4.4
4102,W459,1.1
4753,W52,1.6
3433,W147,1.3
3623,W435,3.6
4988,W313,2.1
3303,W488,2.6
999,W349,1.9
1807,W489,3.1
1665,W94,3.9
808,W374,4.0
168,W155,3.8
3766,W87,1.8
3391,W444,4.7
406,W283,1.6
3097,W428,2.5
3560,W324,4.9
4382,W400,1.2
3331,W186,3.6
1374,W222,3.8
1485,W108,3.8
4612,W260,3.0
1871,W101,2.0
4797,W211,4.7
2912,W142,3.3
1502,W195,1.7
4289,W175,1.6
4002,W31,2.6
2955,W375,2.3
3515,W450,3.6
303,W197,4.8
1264,W318,2.8
1630,W371,2.7
4798,W289,3.4
3246,W466,1.2
552,W343,4.5
2173,W319,3.7
350,W422,4.4
4727,W453,3.4
1296,W496,1.9
2333,W263,3.5
2857,W347,2.7
2683,W38,1.1
2616,W94,2.9
1028,W73,1.6
2011,W451,4.2
861,W460,3.9
4556,W206,2.3
2837,W97,4.8
3750,W231,1.2
2452,W443,1.2
1079,W484,1.5
3888,W239,3.7
1185,W104,3.5
2911,W47,3.1
2841,W430,2.0
4573,W463,1.7
1427,W218,4.7
4613,W129,2.0
3120,W350,4.9
419,W472,2.2
2869,W469,3.4
4985,W135,4.9
1781,W492,1.5
2647,W428,1.3
2976,W37,2.0
4878,W403,4.4
3554,W217,1.0
2205,W20,4.9
598,W265,3.3
4633,W282,4.7
3021,W294,2.5
585,W290,3.3
636,W404,2.4
3140,W491,2.8
3334,W41,4.4
538,W427,3.6
282,W435,3.2
1468,W141,4.3
1151,W279,4.9
3266,W404,2.4
3180,W102,2.1
1552,W426,2.5
3079,W278,4.6
4533,W471,3.8
1229,W44,3.4
1955,W190,3.1
4069,W118,1.2
4882,W440,4.2
4998,W103,1.4
2612,W209,4.7
2826,W140,4.5
2634,W443,1.8
1219,W28,3.4
1762,W407,4.5
3271,W360,1.5
4725,W325,3.8
1191,W37,2.9
1084,W128,2.5
2818,W462,2.5
1671,W343,4.9
510,W348,2.7
2754,W59,4.2
4900,W260,3.2
4408,W398,2.4
3422,W153,4.2
431,W285,4.9
856,W278,2.7
632,W98,4.2
4353,W273,2.5
4939,W395,4.5
1749,W254,2.9
404,W389,1.3
4593,W344,4.8
1797,W355,2.4
3996,W312,3.0
4849,W270,1.0
1485,W359,4.3
4389,W270,4.2
4773,W414,3.8
3428,W434,2.4
1180,W381,3.5
3141,W193,2.8
2666,W499,1.2
4521,W473,2.5
2657,W56,4.5
3243,W253,1.8
233,W454,3.3
1233,W64,3.9
2217,W254,3.0
501,W440,1.7
1002,W393,4.8
4073,W259,1.3
2641,W443,3.5
3795,W383,2.5
488,W326,3.1
2960,W165,1.5
1607,W323,4.6
3457,W440,4.6
3971,W394,2.6
2904,W463,3.0
3905,W375,2.2
1988,W36,4.5
3757,W292,3.1
4431,W479,2.6
1369,W435,2.8
49,W415,4.3
1580,W52,2.1
4330,W156,2.1
111,W184,2.5
2132,W32,3.0
1721,W343,4.1
3899,W233,4.3
2032,W482,2.7
2268,W138,4.2
4701,W17,2.7
3281,W52,2.3
2568,W417,1.8
1673,W44,1.8
529,W406,4.9
950,W63,2.6
2329,W304,1.5
493,W330,3.8
443,W27,4.6
923,W420,1.9
2213,W475,1.8
4948,W108,4.9
2105,W302,4.8
1370,W141,4.8
4101,W488,3.8
3076,W263,3.5
1779,W116,1.1
391,W251,4.8
4162,W166,1.0
2232,W379,2.1
2768,W349,1.8
620,W482,3.9
3854,W228,2.6
3880,W259,4.0
3222,W331,1.8
1580,W84,2.3
511,W435,4.9
2310,W405,4.0
1654,W243,4.0
670,W161,2.6
1705,W238,4.8
923,W243,4.5
1146,W195,4.4
4335,W491,4.9
606,W463,1.6
2217,W362,2.5
217,W30,3.8
4975,W422,1.6
85,W376,2.7
361,W448,4.3
1597,W470,3.8
2747,W70,1.4
1540,W165,3.8
4516,W160,3.0
7,W417,2.1
2821,W412,3.3
977,W63,1.2
3838,W482,3.0
4011,W213,2.0
2885,W48,3.5
490,W206,4.3
2520,W59,1.9
1492,W21,2.3
1409,W235,3.4
3384,W478,2.1
4786,W140,3.9
3797,W118,4.9
1888,W496,4.1
823,W375,3.2
2057,W333,2.0
40,W453,4.5
3196,W222,4.9
4189,W264,4.2
2314,W439,2.4
1811,W455,4.3
2394,W50,3.9
4585,W319,4.0
1741,W74,1.0
277,W296,1.4
1606,W276,2.4
3760,W111,1.9
3598,W226,3.6
3506,W397,3.6
4155,W134,4.4
135,W493,3.2
2334,W220,1.9
428,W472,1.2
455,W265,2.0
3689,W494,4.3
4319,W77,2.7
4330,W374,4.8
612,W127,2.6
1472,W344,2.7
243,W416,2.8
2670,W98,2.2
2119,W3,3.8
3924,W23,1.7
4745,W340,1.9
182,W37,4.7
3466,W52,2.6
4547,W278,1.7
4559,W303,3.5
3112,W495,3.6
2198,W353,1.8
2967,W316,5.0
3790,W234,1.8
2394,W381,1.6
4317,W299,2.9
3406,W421,4.5
3781,W483,3.5
4789,W274,4.9
3569,W87,3.0
490,W204,1.3
2615,W148,3.9
3402,W425,2.9
4714,W500,2.3
610,W135,2.9
1917,W369,4.9
2997,W11,1.4
250,W310,2.3
3413,W5,5.0
155,W274,4.6
4457,W169,1.4
9,W128,1.2
4983,W182,1.4
1182,W281,1.6
4257,W210,2.9
1868,W110,3.3
229,W105,2.1
3575,W81,4.4
2536,W253,1.9
2272,W15,4.4
2908,W438,2.8
3764,W193,4.6
2516,W500,3.5
2825,W52,3.6
4262,W125,2.2
236,W256,3.3
927,W305,4.5
4932,W251,2.1
3857,W205,2.2
3654,W34,3.9
4417,W260,1.3
169,W68,4.9
1735,W498,3.6
2225,W349,1.6
978,W206,1.1
1177,W408,3.5
3503,W421,1.1
1798,W180,4.3
2714,W497,4.1
3530,W279,3.1
4542,W285,1.8
306,W102,2.3
3726,W282,2.3
948,W154,4.8
2767,W71,4.8
3501,W309,2.3
4454,W122,2.9
4060,W467,1.6
695,W114,4.8
1221,W394,4.3
3202,W319,3.1
2563,W145,3.3
32,W484,4.3
866,W358,2.9
1109,W277,2.9
3509,W144,2.5
2523,W165,2.3
238,W276,4.8
2459,W271,4.6
3259,W464,3.6
2540,W340,3.8
1954,W75,4.5
2931,W292,2.0
366,W112,2.0
1970,W110,1.2
3057,W186,3.0
2346,W385,1.4
2226,W388,1.7
4530,W123,4.2
2585,W325,3.4
3792,W269,2.5
3588,W134,2.0
4679,W6,4.5
2071,W302,2.8
36,W243,3.6
116,W339,4.8
3852,W494,4.1
2297,W230,2.0
1498,W140,2.7
499,W495,3.3
4627,W243,3.9
2313,W462,1.7
3582,W433,3.3
104,W386,1.8
2017,W175,1.9
2173,W314,3.3
1606,W304,4.2
3600,W410,1.9
3572,W325,3.2
1796,W397,3.5
1678,W381,4.3
2622,W245,1.6
1262,W70,1.8
1606,W284,2.5
1729,W480,1.2
2315,W434,4.0
401,W483,3.1
2202,W422,1.1
4655,W79,2.5
4783,W88,2.8
1656,W376,2.2
1900,W403,3.2
2971,W478,4.5
337,W258,4.5
2651,W261,2.6
1999,W308,4.3
2818,W215,3.2
4225,W298,3.5
2544,W254,4.4
2919,W277,2.9
1677,W488,2.4
2211,W28,3.0
3056,W404,3.2
3386,W353,3.5
496,W136,3.3
2254,W71,2.3
939,W113,2.4
748,W60,2.3
2664,W212,4.3
3576,W467,1.6
286,W408,3.1
3104,W259,1.8
3470,W2,2.7
519,W288,1.8
807,W463,1.4
2235,W36,3.4
73,W101,4.8
1597,W251,1.9
3963,W81,3.4
3635,W222,3.5
2180,W91,1.9
2473,W47,3.6
3689,W325,3.8
4333,W500,3.5
242,W354,3.0
3517,W137,2.0
1884,W429,2.8
1305,W216,1.2
895,W95,3.3
3671,W444,4.6
4463,W43,2.2
4544,W241,3.2
2173,W425,3.5
3372,W222,3.6
999,W374,1.6
4288,W298,1.1
4786,W467,1.1
3007,W327,2.6
2976,W188,4.8
3496,W87,4.3
1318,W480,1.5
728,W110,2.0
979,W154,2.8
74,W39,1.6
542,W379,4.4
1015,W423,1.8
1042,W247,1.9
3153,W215,1.2
3907,W63,5.0
323,W466,3.3
3095,W400,2.6
1414,W212,2.0
4800,W443,1.9
4968,W314,1.5
109,W163,4.6
2174,W384,4.7
3780,W367,3.5
3167,W64,2.4
3768,W181,2.1
4403,W172,1.3
2529,W204,4.3
466,W298,1.2
899,W470,2.5
4916,W227,1.1
2377,W116,3.2
4430,W138,3.8
3399,W271,3.1
41,W270,4.6
2522,W65,1.9
4940,W388,2.0
2949,W209,5.0
1756,W464,1.8
1896,W197,1.6
115,W222,3.2
1851,W188,3.7
3177,W202,3.5
4887,W334,3.4
147,W440,2.3
3920,W170,4.3
3153,W391,3.1
2574,W261,1.8
2003,W357,1.5
2620,W419,3.1
1398,W49,4.5
3230,W170,3.7
3649,W204,4.7
4103,W355,4.3
1737,W434,3.0
2290,W378,4.1
114,W451,3.3
4612,W202,4.4
3197,W266,3.4
3074,W420,3.3
1446,W348,4.8
2616,W146,3.2
2596,W223,2.9
3098,W127,3.0
2124,W355,2.6
4600,W357,2.9
829,W68,3.9
563,W391,3.4
3366,W306,2.4
4948,W394,2.3
3248,W166,2.2
1465,W325,2.2
604,W374,1.7
281,W106,3.3
4736,W351,1.8
2587,W188,2.6
3513,W349,3.0
711,W292,3.7
4874,W87,3.8
933,W351,3.0
4148,W74,1.5
2987,W300,1.8
242,W68,5.0
2284,W351,2.4
3945,W158,4.8
3076,W164,3.6
2239,W328,2.0
539,W39,1.7
627,W132,3.8
716,W498,4.9
1755,W128,4.9
1260,W263,1.2
3165,W336,3.7
3649,W50,1.9
3562,W26,2.2
1465,W232,4.0
229,W500,1.4
246,W460,2.6
631,W296,2.1
3425,W16,2.5
1238,W359,2.2
3974,W356,3.5
1291,W369,2.0
700,W473,2.3
1868,W493,2.6
3657,W179,3.0
3337,W161,3.3
1810,W381,3.5
3893,W281,1.9
26,W372,4.6
4701,W179,1.4
114,W66,3.1
2087,W426,3.8
2659,W285,2.9
2928,W60,1.5
1271,W208,4.3
2230,W412,1.4
4606,W253,4.3
1446,W496,4.9
3627,W198,3.5
4148,W300,4.9
4714,W185,2.5
3203,W156,4.3
2003,W480,2.7
2661,W35,1.3
3762,W222,3.1
4791,W452,3.2
490,W174,2.0
3687,W270,4.0
3325,W227,1.8
4076,W458,4.1
2091,W147,4.6
1295,W272,1.7
3160,W361,1.2
4953,W329,3.1
3291,W428,4.4
136,W10,1.0
2264,W484,4.0
354,W363,1.5
2198,W269,4.9
2578,W13,4.9
3825,W146,4.6
4661,W423,2.1
4516,W408,4.8
2762,W321,1.4
1098,W299,4.0
669,W319,1.3
3685,W438,2.0
20,W15,2.2
2225,W149,4.5
1955,W500,1.7
308,W455,2.1
4207,W130,4.6
3995,W310,3.9
308,W431,4.1
1572,W328,4.0
3309,W74,2.3
2976,W102,2.8
3465,W133,1.6
1479,W434,2.8
13,W449,3.6
1336,W234,4.8
2218,W206,3.3
3573,W397,4.5
3383,W57,4.0
1448,W492,1.7
1970,W361,3.9
1452,W265,4.5
4412,W405,1.4
3456,W216,4.2
755,W236,2.1
4205,W246,2.7
380,W21,2.3
2131,W146,2.9
2371,W77,3.9
1466,W436,3.5
3388,W436,5.0
3282,W64,1.4
1320,W23,1.6
2614,W257,2.9
2927,W343,2.7
3649,W14,4.1
4488,W293,4.6
4559,W21,1.1
2874,W437,5.0
2487,W344,4.7
2110,W229,4.4
2280,W86,2.9
372,W75,3.6
511,W246,1.4
2533,W440,2.8
1397,W183,1.8
4254,W343,4.2
3106,W94,1.7
635,W494,4.0
381,W320,3.9
2411,W299,4.2
3962,W370,2.7
4213,W70,2.0
933,W103,3.8
453,W225,1.3
1715,W83,3.0
456,W455,1.2
861,W300,4.1
3223,W94,4.9
1910,W291,1.8
2872,W407,4.8
4247,W442,2.1
3665,W109,3.7
1785,W116,4.2
610,W61,4.7
3351,W456,2.7
564,W85,2.9
96,W493,1.0
2464,W473,2.8
1733,W181,4.9
4407,W322,3.2
1037,W191,4.3
1697,W24,4.5
3291,W308,3.2
1707,W42,4.0
1449,W276,3.4
3902,W363,1.6
3596,W92,2.6
1315,W494,2.5
2765,W57,4.2
2075,W164,3.3
2165,W389,2.2
3474,W96,3.6
2103,W414,2.5
1385,W318,1.8
4560,W379,1.7
1214,W380,2.3
3013,W66,3.8
4028,W354,3.6
364,W164,3.4
16,W167,2.5
3005,W153,1.9
4003,W359,2.9
4287,W215,1.7
759,W251,4.4
1173,W432,1.3
4960,W437,2.2
663,W398,2.0
644,W87,3.0
2996,W55,3.5
969,W110,4.8
2088,W393,4.6
1689,W134,2.9
3225,W492,2.5
2764,W382,1.1
2740,W399,2.8
4116,W396,3.6
443,W55,2.8
4663,W219,1.5
476,W250,3.0
4543,W110,1.1
4232,W145,2.8
363,W243,2.6
3107,W277,1.8
4869,W371,2.8
3554,W308,4.8
1287,W289,1.3
2509,W211,3.2
2314,W463,1.2
2798,W318,4.6
442,W446,3.3
2945,W52,2.7
4790,W440,2.7
432,W95,2.4
4712,W447,3.2
4083,W12,2.2
3064,W337,1.1
3191,W376,4.9
1692,W145,4.8
4583,W402,4.1
3949,W373,3.7
4049,W148,1.2
2387,W172,2.7
611,W32,1.0
317,W73,3.3
2829,W350,4.0
3283,W459,4.3
4952,W271,2.4
1821,W175,4.6
4773,W471,2.8
3405,W229,2.5
3817,W119,2.8
2399,W279,4.7
2650,W497,1.0
593,W252,4.8
1774,W92,3.7
3615,W245,1.4
2605,W263,1.6
522,W201,4.4
1337,W260,4.0
3906,W400,3.4
253,W71,3.4
2759,W88,1.2
4127,W14,1.7
3338,W318,4.3
2356,W218,1.8
2642,W99,3.0
1450,W260,1.2
3716,W276,3.0
1915,W494,2.5
3552,W108,2.8
53,W226,1.8
4138,W98,3.2
1588,W348,2.8
3886,W178,2.7
2870,W174,2.2
174,W7,4.5
3126,W62,2.2
2448,W375,2.9
190,W367,3.1
4954,W1,2.2
3038,W59,2.5
4912,W401,3.8
4805,W262,3.3
3299,W310,4.1
268,W302,1.1
3241,W156,2.9
2835,W451,1.6
1129,W90,1.2
3785,W88,1.6
1119,W143,3.8
2816,W465,3.1
2236,W359,4.9
358,W1,3.8
682,W123,2.8
4588,W311,4.9
3101,W481,3.9
2092,W40,3.8
4542,W208,3.8
4358,W438,1.4
3459,W209,1.3
3829,W337,3.5
4566,W204,3.7
4021,W158,1.9
2938,W66,1.4
4967,W475,2.0
2595,W321,5.0
3845,W188,3.6
1147,W441,4.0
2167,W22,3.5
384,W406,1.4
702,W282,2.4
314,W73,3.4
2897,W420,1.5
1384,W386,3.8
4252,W180,4.3
2860,W177,2.5
3563,W383,4.3
478,W391,4.9
1657,W278,2.9
2230,W313,2.5
4391,W444,2.9
1360,W53,2.1
4690,W420,3.8
