user_id,age,gender,height_cm,weight_kg,goal,experience_level
60,71,Female,184.17537467261832,80.32975505389936,muscle_gain,advanced
61,30,Female,176.34066988226988,72.96745435146318,weight_loss,advanced
62,37,Female,166.54716041374638,61.52043794560449,muscle_gain,advanced
63,50,Female,155.35844658414777,72.56509745722227,muscle_gain,intermediate
64,45,Female,165.51126368086761,98.90196152302308,weight_loss,intermediate
65,26,Female,176.3508673737233,82.07414904620637,weight_loss,intermediate
66,58,Female,155.98816178434933,74.61114628440347,weight_loss,intermediate
67,65,Male,168.7624315303009,102.13658186805375,muscle_gain,beginner
68,39,Female,171.96213216613978,61.68715076332296,weight_loss,intermediate
69,49,Female,159.71934825648486,40.0,weight_loss,advanced
70,25,Female,154.31785271396163,88.68673712877457,cardio,intermediate
71,23,Male,180.37687660510676,55.58311033659616,muscle_gain,advanced
72,25,Female,178.71893254495012,71.95872413283502,weight_loss,beginner
73,15,Female,156.3470330080818,72.76236050091674,muscle_gain,beginner
74,71,Male,166.23424102039536,53.977331671543595,muscle_gain,beginner
75,19,Male,156.37018633162307,72.47163133757634,muscle_gain,beginner
76,41,Female,185.8924812373503,76.50877311420524,weight_loss,beginner
77,71,Female,170.49816032996236,64.9964602045121,weight_loss,intermediate
78,37,Female,150.84525063495974,79.76027580328069,weight_loss,advanced
79,35,Male,159.544011237131,56.88319726031139,cardio,advanced
80,23,Female,164.6297335078663,60.26655797638302,weight_loss,beginner
81,67,Male,178.14039385582498,53.48539169974357,cardio,beginner
82,45,Female,167.15082258862407,71.40188992868353,weight_loss,advanced
83,55,Female,166.1455853720217,66.85866718910334,muscle_gain,advanced
84,48,Male,170.7538192446676,94.75303022649565,weight_loss,beginner
85,60,Female,162.69825469788387,70.01474214447886,muscle_gain,beginner
86,41,Male,158.06754428474534,79.84870614596227,muscle_gain,intermediate
87,37,Male,164.2443025971609,74.10166336956473,muscle_gain,advanced
88,41,Male,171.5143490931736,91.30648157894205,cardio,intermediate
89,41,Female,147.02828322071375,92.0210998076117,weight_loss,intermediate
90,40,Male,146.29427531119046,85.67862437338076,weight_loss,intermediate
91,59,Male,176.96485836036703,76.33416215795411,muscle_gain,advanced
92,23,Female,155.45666275464592,57.21930435030365,cardio,beginner
93,66,Male,163.74776834574988,68.43364003744935,muscle_gain,intermediate
94,17,Male,173.02387690857785,83.17934544239046,cardio,advanced
95,21,Female,169.1490601621437,74.34258663899294,cardio,intermediate
96,32,Male,158.60951903992367,88.63361959511967,muscle_gain,advanced
97,65,Male,169.70221753601356,70.68889361626684,muscle_gain,beginner
98,28,Female,172.63815868008354,70.06778663761064,weight_loss,advanced
99,74,Female,153.71188433886397,72.56012389789747,cardio,advanced
100,57,Male,173.33193683276917,70.77559183019116,weight_loss,beginner
101,36,Female,173.50197718259318,68.45135663205943,cardio,beginner
102,65,Female,173.66667799303625,87.93411354116877,muscle_gain,intermediate
103,32,Female,165.58713815780837,44.694240500716994,cardio,advanced
104,63,Female,164.27522752198232,57.515043095384925,cardio,advanced
105,58,Female,177.6397645750833,40.0,cardio,beginner
106,45,Female,166.55638141424095,88.5247593591208,cardio,beginner
107,45,Female,157.3160791003032,59.67558990381017,cardio,beginner
108,19,Female,154.5502596154846,66.25982173617773,muscle_gain,intermediate
109,37,Female,166.93045427170784,64.5665208773875,muscle_gain,intermediate
110,40,Male,166.8897450378608,71.40971565077521,cardio,beginner
111,51,Male,177.31722487185326,91.30056120536808,weight_loss,intermediate
112,41,Female,164.04200756156504,57.14415837285595,cardio,advanced
113,65,Female,158.77850252463733,40.0,muscle_gain,advanced
114,24,Male,182.627329146105,63.95595419659122,cardio,advanced
115,54,Female,170.34754527546758,88.58794143494319,weight_loss,advanced
116,58,Male,164.93424944572268,48.854362709163766,weight_loss,advanced
117,41,Male,176.03220470550906,78.91781763773992,cardio,advanced
118,40,Male,163.93087689526087,83.77482844524188,muscle_gain,advanced
119,24,Female,175.33767838969175,68.94015802152272,cardio,beginner
120,26,Female,182.3902347504053,56.15107198882259,muscle_gain,intermediate
121,70,Male,143.2654685019,87.77864222932408,cardio,advanced
122,58,Female,172.4264253056259,46.56395376559571,muscle_gain,intermediate
123,41,Male,158.62677678047885,65.32706223106617,muscle_gain,beginner
124,50,Male,176.23172290171863,66.56564958419541,weight_loss,intermediate
125,35,Female,170.91806950508789,93.86390212083656,weight_loss,beginner
126,73,Female,143.3963878648334,70.36082622406042,cardio,intermediate
127,60,Male,158.0994917023461,82.61416832198667,weight_loss,beginner
128,45,Male,172.555317227178,69.7437279330277,muscle_gain,beginner
129,61,Female,162.30294234716942,66.54619131742113,muscle_gain,advanced
130,66,Female,157.55260140641244,47.513344188028526,cardio,beginner
131,48,Female,183.4895505529141,51.462963400390365,cardio,intermediate
132,64,Male,167.3390084472634,85.02618918889404,cardio,advanced
133,53,Male,162.3603443680276,67.22847446149885,muscle_gain,advanced
134,30,Female,160.96527371179522,44.001981123013195,cardio,beginner
135,48,Female,144.4766716790887,84.80400152475487,cardio,intermediate
136,37,Male,160.12835495493752,89.73036610682365,cardio,intermediate
137,25,Male,167.72642195997855,80.11925350727225,cardio,beginner
138,62,Male,167.14043174108537,67.37995670426263,weight_loss,advanced
139,44,Female,156.8291928786978,71.26395836234505,cardio,intermediate
140,50,Male,181.57280960528996,56.62111767926916,muscle_gain,beginner
141,25,Male,150.11183730006582,80.94066600539739,cardio,beginner
142,23,Female,162.9391136748482,70.15158278656843,muscle_gain,intermediate
143,15,Male,171.4071127660074,57.05340066321352,weight_loss,advanced
144,48,Female,166.45858646295773,67.52083390134447,muscle_gain,intermediate
145,24,Male,171.0677984556962,58.29697189907334,cardio,advanced
146,53,Male,165.3455988740601,76.0884732260339,cardio,intermediate
147,37,Female,172.59810742111355,70.11252932501962,weight_loss,advanced
148,57,Female,172.44688000408775,53.3559686192076,weight_loss,intermediate
149,41,Male,154.7759149840636,75.5747122135293,weight_loss,intermediate
150,27,Female,159.98186223523774,83.86756031614632,cardio,intermediate
151,69,Male,173.17017616642602,59.94862271368369,weight_loss,beginner
152,33,Male,159.0357697038478,70.4578808586907,muscle_gain,intermediate
153,68,Male,166.74990938665076,67.59781507885567,muscle_gain,advanced
154,65,Male,151.93271451672814,99.62009442192753,weight_loss,advanced
155,37,Female,163.9278061253124,78.38400741549334,muscle_gain,advanced
156,43,Female,160.9482337725998,88.48077079981984,weight_loss,beginner
157,21,Male,152.35828069024902,62.68455113447036,cardio,advanced
158,55,Male,152.36581362105005,44.08795791774377,cardio,advanced
159,62,Female,163.47368640178553,64.35636321567364,muscle_gain,beginner
160,58,Female,167.07673513325182,57.33713605475953,weight_loss,intermediate
161,26,Male,161.84205374456064,43.20540536512499,muscle_gain,beginner
162,46,Male,171.34828814851485,70.18786842551702,muscle_gain,beginner
163,39,Male,167.08334950192025,77.93894685546866,cardio,advanced
164,20,Male,168.15661406772904,74.53426751658684,muscle_gain,advanced
165,29,Male,169.7981019325659,40.0,cardio,advanced
166,74,Male,150.24953252918138,50.06499200308521,weight_loss,advanced
167,68,Female,177.36696476386493,96.93510398658354,weight_loss,advanced
168,52,Female,156.55419644712458,74.15574938570597,muscle_gain,advanced
169,67,Male,158.35041172383708,51.70650937423067,muscle_gain,advanced
170,47,Female,159.7098272561877,71.96106149973212,weight_loss,advanced
171,69,Female,165.79469388228742,81.36853642304494,muscle_gain,beginner
172,22,Female,188.22030118770306,70.56029894143303,muscle_gain,beginner
173,64,Female,164.7600464720814,81.31526675927319,cardio,advanced
174,71,Male,169.20531033822283,63.998372803242496,cardio,beginner
175,19,Female,173.83197610309432,58.650600544157896,cardio,beginner
176,53,Male,165.2376222127439,68.08572736757358,muscle_gain,beginner
177,52,Male,155.99043241180684,75.97461182773867,cardio,advanced
178,61,Female,166.21533865037782,65.60331835353763,muscle_gain,advanced
179,49,Male,158.1961628115566,69.00812815265283,cardio,advanced
180,59,Male,160.339513497531,70.93094545616255,weight_loss,beginner
181,31,Male,181.03533903657478,70.59319216277615,cardio,beginner
182,41,Female,164.21044672213478,69.66619897957612,weight_loss,intermediate
183,25,Female,163.6537434488305,60.26750533525875,muscle_gain,advanced
184,68,Male,170.06926966410222,75.26921923304259,muscle_gain,beginner
185,66,Male,167.34447945400598,71.98140843940254,cardio,advanced
186,24,Female,147.8992534139297,85.6576635481359,cardio,advanced
187,63,Female,174.39746837788817,59.53120090036549,cardio,intermediate
188,21,Female,168.793373554801,68.44492766708522,weight_loss,intermediate
189,40,Female,187.36721800189503,79.34017181740731,weight_loss,advanced
190,45,Male,168.05026812660563,71.91247720305606,cardio,beginner
191,37,Male,158.22609347481873,87.98695615647217,weight_loss,advanced
192,46,Male,149.29400304484568,70.90272923778544,cardio,intermediate
193,21,Female,173.28787583517345,93.47246573471551,cardio,beginner
194,59,Male,176.17954317028182,80.598846665306,weight_loss,advanced
195,39,Female,156.61703728483732,58.68284807677774,cardio,intermediate
196,49,Female,163.83250706030702,92.35174446250475,muscle_gain,beginner
197,46,Female,154.97636747696902,93.59157006304338,muscle_gain,intermediate
198,21,Male,154.92641429838775,87.72805127967024,weight_loss,intermediate
199,31,Female,159.1857550248706,66.28057848921117,weight_loss,beginner
200,64,Female,163.23106425675732,53.98478315793649,cardio,advanced
201,43,Male,164.87291933177104,55.35339326807451,cardio,intermediate
202,42,Female,181.5422608955295,85.4766079936758,muscle_gain,intermediate
203,44,Male,187.3687640213734,46.81690160217151,muscle_gain,intermediate
204,57,Male,154.38951399936323,80.50509992129281,weight_loss,advanced
205,17,Female,162.82608304690305,53.37481144752873,muscle_gain,advanced
206,56,Female,160.3806125088951,53.172711573001195,cardio,advanced
207,38,Male,181.9217221891348,81.60015045387085,cardio,advanced
208,62,Female,156.9606166084597,64.78918445624349,muscle_gain,advanced
209,53,Female,176.52135712533493,71.92039945181298,muscle_gain,advanced
210,48,Female,164.68442743723446,71.9448817283531,cardio,beginner
211,45,Female,151.90782905641245,69.11419665316168,weight_loss,intermediate
212,40,Male,156.824080441651,60.66520966866532,cardio,beginner
213,44,Female,163.7254033998645,71.50768875608361,cardio,intermediate
214,42,Male,173.15159510596266,74.5524835242646,weight_loss,beginner
215,58,Male,171.39474312968383,88.81520762442919,cardio,intermediate
216,26,Female,168.61078575128647,96.8373606051296,cardio,beginner
217,21,Male,160.71589717424453,75.9440986975476,cardio,beginner
218,54,Male,153.90291304641244,50.69350392892337,cardio,intermediate
219,25,Female,173.82638086350903,68.08232857521104,muscle_gain,intermediate
220,30,Male,174.61268913759446,79.93672597407979,weight_loss,advanced
221,48,Male,160.64751749488684,87.46364638281031,cardio,intermediate
222,73,Female,167.08184224204163,84.33527486494401,muscle_gain,advanced
223,60,Male,156.5274546637082,45.13879731461583,weight_loss,beginner
224,48,Female,165.85462286856998,51.054838184837806,weight_loss,intermediate
225,51,Female,149.19609591246368,88.75623053668083,weight_loss,intermediate
226,44,Male,186.18618700928667,66.83531230584539,cardio,beginner
227,46,Male,156.49097582585887,72.26871563242503,weight_loss,advanced
228,62,Male,162.761257349238,52.856873890592865,cardio,advanced
229,40,Male,162.90112079653528,87.0989212310156,cardio,beginner
230,18,Male,160.1794403661575,75.16252115739624,weight_loss,beginner
231,31,Female,156.8444414056686,72.81647069629442,muscle_gain,advanced
232,58,Female,160.37537383099865,62.47410241629417,muscle_gain,intermediate
233,56,Male,180.92834862352274,69.0760168838633,cardio,intermediate
234,15,Female,164.9781841571337,99.70261485926042,cardio,advanced
235,41,Male,156.7687764579757,63.87552303390645,cardio,beginner
236,37,Female,162.53102742178478,67.40349909413871,cardio,intermediate
237,28,Female,145.68848723618441,64.00523728747136,muscle_gain,beginner
238,17,Female,167.1522012393291,68.92370492762326,muscle_gain,advanced
239,47,Female,179.75727804679224,56.05315980520239,muscle_gain,beginner
240,20,Male,160.9103226828885,77.75907886824254,cardio,intermediate
241,63,Male,142.10458283540038,68.01781380577911,cardio,advanced
242,56,Male,158.51940784994653,87.85690042804109,weight_loss,advanced
243,22,Female,176.50042642764362,79.00427616436733,weight_loss,advanced
244,66,Male,167.84413908480377,70.62002564262976,cardio,intermediate
245,50,Male,155.06617326333145,72.18772521448474,muscle_gain,advanced
246,64,Female,163.9100431338782,80.4424177346064,cardio,intermediate
247,28,Male,172.80962081437,72.41289754994901,muscle_gain,advanced
248,60,Female,150.93498831684133,62.706335312680224,cardio,intermediate
249,58,Male,156.96130691106936,65.82476264034419,muscle_gain,advanced
250,20,Male,164.71415118641607,64.49107203699714,weight_loss,advanced
251,35,Female,164.81802986523982,73.39964487878504,muscle_gain,advanced
252,37,Female,144.9655006625963,52.77304182028301,weight_loss,beginner
253,41,Female,162.964720907124,86.50528408608702,cardio,beginner
254,55,Female,157.67081312696544,65.85470156976325,muscle_gain,beginner
255,65,Female,180.75105373696186,76.51040205757425,cardio,advanced
256,74,Female,156.64183464257886,77.66500203250862,cardio,intermediate
257,28,Male,153.62417546408497,40.08840552827187,muscle_gain,beginner
258,66,Female,168.3496496987556,64.07826192194838,cardio,intermediate
259,58,Female,156.05776900736367,66.71272982327451,weight_loss,advanced
260,51,Male,155.43968352174542,56.263434304412776,cardio,beginner
261,46,Female,162.79909745717498,56.692397682535244,muscle_gain,advanced
262,52,Female,155.23770456230213,48.659115835514896,cardio,intermediate
263,21,Male,166.71084022936606,70.12393600151731,weight_loss,intermediate
264,41,Female,176.55160529826068,67.67595087271212,weight_loss,advanced
265,61,Female,163.1988349127762,76.42109015278048,cardio,advanced
266,40,Male,155.79421706698963,65.24949559427786,muscle_gain,intermediate
267,54,Male,149.34958589971959,81.37338783301583,weight_loss,beginner
268,48,Male,166.90368545365115,65.50789351602025,muscle_gain,intermediate
269,34,Male,172.6995698840375,58.50081849094614,cardio,beginner
270,26,Male,161.47372798085425,63.27396823818858,muscle_gain,advanced
271,25,Female,156.9470427984206,61.4010307679771,cardio,advanced
272,63,Male,176.11802848233145,64.85329270176442,cardio,beginner
273,50,Female,159.57150696693307,69.06640678337807,weight_loss,beginner
274,60,Male,175.97467501834154,71.51887719685763,cardio,beginner
275,45,Female,176.67886182298295,71.10758319861326,cardio,advanced
276,51,Female,183.7392643087518,76.25556054199477,muscle_gain,advanced
277,50,Female,181.89586263667718,77.56197640034108,muscle_gain,intermediate
278,67,Male,172.39662927777502,94.69390075230821,cardio,intermediate
279,46,Male,179.3793976367754,83.45941473206533,weight_loss,beginner
280,25,Female,181.94481589340347,76.99417054742979,muscle_gain,intermediate
281,52,Male,158.2518186176334,61.48255864811841,cardio,beginner
282,34,Female,158.0759343019149,73.61095402059198,cardio,beginner
283,45,Male,152.67133050072187,55.15948738419398,muscle_gain,intermediate
284,48,Female,169.93523378999743,56.21949367113249,weight_loss,intermediate
285,72,Female,178.32818958858527,97.57230712652532,muscle_gain,intermediate
286,25,Male,169.57569555560298,93.1632845693524,weight_loss,beginner
287,33,Male,169.64008996422368,53.39996085239339,muscle_gain,intermediate
288,39,Male,154.35947421872902,57.7396546017019,cardio,beginner
289,27,Male,161.48813246054135,88.14450724366027,cardio,advanced
290,49,Female,180.40882955016468,81.00809321907767,weight_loss,advanced
291,56,Male,163.1564494473964,61.94126320567629,muscle_gain,intermediate
292,60,Male,166.72134194268833,61.27499345417681,muscle_gain,intermediate
293,54,Female,175.50205095101086,76.80814894848133,cardio,advanced
294,15,Female,160.93309676565764,40.0,cardio,beginner
295,54,Male,170.5027850133877,72.52856571711348,weight_loss,beginner
296,26,Male,166.589791825551,73.5677473277744,weight_loss,intermediate
297,33,Male,163.30668220531393,53.59505391413046,weight_loss,beginner
298,17,Female,172.05321689404553,61.99506915126906,weight_loss,intermediate
299,64,Female,153.41250399710015,85.50227045548375,weight_loss,beginner
300,65,Male,181.260969930488,67.89572476845775,weight_loss,advanced
301,55,Female,147.82548177381636,53.65724407906963,weight_loss,beginner
302,62,Female,174.37954787006137,50.17396079180632,cardio,beginner
303,63,Male,145.56846457130976,69.11627742543882,cardio,beginner
304,52,Male,178.31901287608588,72.06764192061877,cardio,intermediate
305,20,Female,175.7509998647421,43.87051357331802,muscle_gain,intermediate
306,45,Male,165.590379137599,71.62534781213705,muscle_gain,advanced
307,32,Female,171.09654516364753,64.71384508193795,weight_loss,advanced
308,59,Male,167.73163041850583,70.96383311558456,muscle_gain,advanced
309,38,Female,162.02242654614494,79.17410466145564,muscle_gain,beginner
310,32,Male,150.8650497049318,79.04443851877716,weight_loss,intermediate
311,33,Male,158.42098052357127,82.14415509227166,cardio,beginner
312,63,Male,165.97623656237707,57.332853512265714,cardio,beginner
313,33,Female,171.24276982761901,63.77673698620545,weight_loss,beginner
314,60,Male,149.5926036721546,55.14004502804697,weight_loss,advanced
315,29,Female,162.96437966635267,69.08215917329777,weight_loss,advanced
316,20,Female,163.83431592435673,68.72055555361793,muscle_gain,beginner
317,69,Male,156.57101019183122,81.84232828939894,muscle_gain,advanced
318,73,Male,184.62701753592296,80.58975064160529,cardio,beginner
319,59,Female,151.881467381941,51.49899873908103,muscle_gain,intermediate
320,44,Male,165.87735536927394,87.48947334632341,weight_loss,intermediate
321,21,Male,170.0734423002193,80.08342558246328,muscle_gain,intermediate
322,43,Female,163.64133089657318,51.81035253533116,muscle_gain,beginner
323,72,Female,163.83529617357055,71.46622617734238,muscle_gain,beginner
324,26,Female,194.66649582467585,56.71766178954018,cardio,advanced
325,58,Male,170.50434910180178,84.5804596063483,cardio,beginner
326,59,Male,154.9250979110646,90.67207450009913,cardio,intermediate
327,41,Male,170.80252094626354,83.57432039373465,muscle_gain,advanced
328,32,Male,173.65807288104293,68.34856945907221,weight_loss,intermediate
329,51,Female,146.78264844372666,81.17756479707094,weight_loss,advanced
330,27,Female,144.90421534423083,90.43223924380206,muscle_gain,intermediate
331,39,Female,171.81590926012177,46.69022694966815,cardio,beginner
332,55,Female,160.64036022373122,71.49712812705538,weight_loss,beginner
333,29,Female,159.58166491429193,47.549760530422425,weight_loss,advanced
334,40,Female,163.31845032275302,46.15909152410073,muscle_gain,beginner
335,69,Female,166.502268679024,76.6114982930145,muscle_gain,intermediate
336,60,Male,152.26508610720188,69.74527266717003,muscle_gain,intermediate
337,19,Male,177.1279277095311,80.96670166938605,cardio,intermediate
338,70,Female,171.40422608671778,40.0,muscle_gain,beginner
339,65,Female,165.12176553298457,77.92131633483555,weight_loss,advanced
340,43,Female,160.42469914508112,75.43610662881444,weight_loss,beginner
341,67,Female,183.25986101999626,68.88592373436309,cardio,beginner
342,71,Male,155.76101314373307,82.85100142797845,muscle_gain,advanced
343,60,Male,182.83968234900198,72.30917375093587,cardio,intermediate
344,23,Female,184.16097462795554,81.96225950622188,muscle_gain,advanced
345,29,Male,172.27018668498954,75.71488247199667,muscle_gain,advanced
346,42,Female,171.46899581859068,52.088223612982574,muscle_gain,beginner
347,44,Female,156.5798543712171,84.74239372507029,muscle_gain,beginner
348,59,Male,189.96929454261982,48.42748035053829,muscle_gain,beginner
349,64,Female,158.90333431090002,60.41655711253993,weight_loss,advanced
350,42,Female,188.51300215181357,40.29394674352763,cardio,intermediate
351,50,Male,163.6678697131851,63.486578937159294,muscle_gain,beginner
352,49,Female,161.650946001619,53.42313505439669,muscle_gain,advanced
353,49,Male,166.7062690967135,53.49384609156532,muscle_gain,advanced
354,44,Female,170.01222083369248,88.3321071363259,weight_loss,beginner
355,69,Male,156.25650561381306,81.98944832136041,cardio,advanced
356,54,Male,187.0749179672037,65.6263724423855,muscle_gain,intermediate
357,15,Female,182.97716133339654,40.0,muscle_gain,beginner
358,55,Male,179.67987141681218,91.87940613939534,cardio,intermediate
359,29,Female,191.50256890831133,68.99517014277457,cardio,advanced
360,29,Female,162.1732126078614,60.819484672973104,cardio,advanced
361,29,Male,140.0,70.27530878558488,muscle_gain,intermediate
362,28,Male,140.0,105.30454451404256,muscle_gain,beginner
363,59,Female,157.10851389496966,80.88533750665017,cardio,intermediate
364,30,Female,168.73367361086406,89.78652213620774,muscle_gain,advanced
365,18,Female,145.92089662268617,58.456562029546106,cardio,beginner
366,71,Female,182.84968736159834,80.57803008005877,weight_loss,intermediate
367,42,Female,152.8883215705197,84.18440645936988,muscle_gain,advanced
368,29,Male,146.46373237482942,65.57440781927676,weight_loss,beginner
369,42,Male,152.59382883329906,69.72814878295046,muscle_gain,intermediate
370,43,Female,187.5691694928651,40.0,cardio,beginner
371,63,Female,161.31439106139072,48.759560539534355,weight_loss,advanced
372,60,Male,164.81392128374662,76.07419796884642,cardio,advanced
373,47,Female,160.88599355040742,82.82699640509048,muscle_gain,beginner
374,58,Female,189.13057848553615,54.455918307553816,cardio,intermediate
375,70,Male,171.1950441972982,69.48279090260401,weight_loss,advanced
376,70,Female,184.0439396232219,73.41895063519291,muscle_gain,beginner
377,24,Female,163.96258502965594,64.03533454413461,muscle_gain,advanced
378,49,Female,179.22589518651168,61.32594108120139,cardio,advanced
379,27,Male,170.21816541904622,70.40217241676251,muscle_gain,intermediate
380,16,Female,164.53860804543305,86.92173971315327,muscle_gain,advanced
381,60,Female,168.0162829594732,52.481420925329985,weight_loss,beginner
382,60,Female,178.0088542149414,79.80014005053077,weight_loss,beginner
383,40,Male,165.36528888814175,89.7409597459971,weight_loss,beginner
384,58,Female,176.71081722567257,66.12561515235083,weight_loss,beginner
385,64,Male,181.63871696136454,69.84482562705031,muscle_gain,beginner
386,44,Female,157.13006941156627,74.03277171970805,muscle_gain,beginner
387,68,Female,164.24813023649884,77.56593069384704,muscle_gain,intermediate
388,51,Male,154.62387947643734,77.0199113874373,weight_loss,advanced
389,66,Male,163.79412850923683,48.84617194615145,weight_loss,beginner
390,55,Female,160.82510339717595,70.49207488970083,weight_loss,intermediate
391,41,Female,154.8936636520938,49.0629501256162,muscle_gain,advanced
392,25,Male,146.88517430510603,106.81517965528022,cardio,intermediate
393,41,Female,163.85472154798637,52.77113266691397,cardio,beginner
394,43,Male,177.93090900885034,62.22067063420513,cardio,advanced
395,65,Male,171.65155120518776,40.0,cardio,beginner
396,61,Male,170.18078905298302,68.3611926625463,muscle_gain,advanced
397,17,Male,150.19193178872027,62.790154578046,cardio,intermediate
398,29,Female,166.75831872856614,74.62012488571442,weight_loss,intermediate
399,15,Male,172.73289083862954,53.350392413952974,cardio,advanced
400,62,Male,159.21281931926475,103.52862080013554,weight_loss,beginner
401,65,Female,175.31586320826963,100.67259662046855,weight_loss,beginner
402,64,Female,185.0903903762307,67.55502907676431,weight_loss,advanced
403,55,Female,166.69987689090635,72.26621114174985,weight_loss,intermediate
404,33,Female,181.7825844486434,57.24465398736078,muscle_gain,intermediate
405,54,Female,168.28757766962073,90.30783508034854,muscle_gain,intermediate
406,22,Female,167.1131816058473,71.16555555393364,cardio,intermediate
407,67,Male,190.70452424671987,45.60323742585943,weight_loss,advanced
408,16,Female,156.48690236276835,63.170344641466876,muscle_gain,intermediate
409,48,Female,190.6224619052085,84.32179025352993,weight_loss,beginner
410,17,Male,169.66194762666544,63.300071641743756,cardio,beginner
411,17,Male,161.3013356102263,79.87327265852029,muscle_gain,intermediate
412,63,Male,160.12058616494622,55.58014918879934,muscle_gain,advanced
413,26,Male,164.54454058781704,85.19346774063024,cardio,advanced
414,70,Female,164.66032296453278,64.29695258186635,cardio,advanced
415,36,Male,172.47527380370565,94.7669406922869,weight_loss,advanced
416,45,Male,161.0891428660957,75.92149817082758,cardio,beginner
417,74,Male,172.91415569166867,65.1555606712834,cardio,intermediate
418,22,Male,140.0,61.35416005680912,weight_loss,beginner
419,40,Female,174.1793049712807,67.2938102543105,weight_loss,beginner
420,42,Male,163.96682429986416,74.1311842254931,muscle_gain,beginner
421,64,Male,167.65782412393324,65.25017171639564,weight_loss,advanced
422,74,Female,176.45998071166397,76.42217595924309,muscle_gain,beginner
423,34,Male,184.91018733790236,86.88213246339745,muscle_gain,intermediate
424,18,Male,155.83657372335924,86.13232822573164,weight_loss,beginner
425,33,Male,182.12414963195724,100.58055121558255,muscle_gain,advanced
